id;title;user;comment;score;user_url;review_url;date
tt5433140;Fast X;BA_Harrison;"Fast & Furious 9 did what a lot of franchises do at some point: it took the action into outer space. This seemed to me like a good point to call it quits. But with the money still rolling in, nobody in Hollywood was going to end this cash cow; thus we have Fast X, the first in a rumoured three part finale (until the inevitable reboot).
I've been on board with the franchise since the start, sticking with it as it moved from the street racing world into more James Bond territory, the action getting more and more ridiculous with each chapter. Seeing how each movie would top the one before in terms of craziness is what kept me entertained. But Fast X is just dumb, and it's not even dumb fun.
The stunts are more preposterous than ever, but the film is never thrilling, every interminable action scene enhanced by rather ropey CGI (the flames, in particular, look really bad). There are some dreadful attempts at humour (mostly courtesy of Tyrese Gibson and Ludacris), and we get all that inevitable crap about the importance of family (if I see the gang having another barbecue I think I'll hurl).
And then there's Jason Momoa as villain Dante...
I can see what they were going for -- kooky flamboyant psycho capable of almost anything -- but Momoa is absolutely awful, his performance bordering on camp, not helped by the character's dubious choice of attire. It's hard to find Dante menacing when he's flouncing about in a silky shirt. I'll no doubt watch the next two films for the sake of completion, but with Momoa on board it'll be hard going.
Fast X is easily the weakest of the series so far, but I'll give it 3/10 because I guess things could get even worse.";3;https://www.imdb.com/user/ur0945066/?ref_=tt_urv;https://www.imdb.com/review/rw9065637/?ref_=tt_urv;2023-05-19
tt5433140;Fast X;ksgillihan;The Fast franchise is a movie series that should have faded away a long, long time ago. It started out as a fun but a bit over the top high-octane thrill ride but has descended into the realm of cartoons. With each iteration the action gets increasingly more and more unbelievable. Everybody likes an action film with chases and escapes and fights but what we get here is something like a bad anime in real life. Sure they tried and tried hard to make this movie more spectacular than all the others but one can only shut off their brain for so long. Pushing the boundaries of cinema is one thing but when you throw all sense and reality out the window you get, well this. In the first 5 minutes of the movie I already could tell this was going straight to the Moon with zero plan of how to actually get there. You see Dominic's 8 year old son driving and drifting a muscle car around a parking lot as if he was a pro. Utter ridiculous crap. What's next, to the actual Moon? Or maybe there is a secret bunker in the center of the Earth the team has to infiltrate in order to save the world? Or maybe Dom's car gets a time machine installed in it and they travel back in time to fight Hitler and the SS? I mean, why not? Everything else that happens in this movie is just as plausible. Everyone in Dom's team is an expert at everything and they all seem to be super-human as well. When will this garbage actually end?;4;https://www.imdb.com/user/ur53713622/?ref_=tt_urv;https://www.imdb.com/review/rw9064224/?ref_=tt_urv;2023-05-19
tt5433140;Fast X;Prismark10;"By this point, I went to see Fast X without a clue as to what happened in the last one. I think some people went to space.
The F&F series is one where villains become friends, people come back from the dead and cars defy the laws of physics. No one has an idea of the story soon after they watched it.
A plot inspired by Fast 5, where they stole a safe and rode it along the streets of Rio de Janeiro.
Dante Reyes (Jason Momoa) is the sociopathic son of Hernan Reyes (Joaquim de Almeida) and he wants to make Dom Toretto and his family suffer for what happened to his dad.
The main action starts by dropping a big rolling bomb in Rome and aim it for the Vatican.
Plagued with behind the scenes issues. Original director Justin Lin departed soon after shooting started. Director Louis Leterrier does a workmanlike job. As he showed in the Netflix series Lupin, Now You See Me as well as The Transporter movies. He can do car stunts as well as sleight of hand. Some of the CGI looked cheap though.
As for Momoa, the director obviously told him. Man you will never play the Joker, too Polynesian. So Dante is your Joker and dial it up to 12. He is loud, camp and is having a ball. Especially with those two IT guys with a funny grin on their faces.
Some of the regulars are even more tiresome. A few should had showed up but did not like those two Brazilian guys from the earlier movies. John Cena plays lovable Uncle Jacob, he was the main villain in the last one.
The movie actually has four Oscar winning actresses. Not one of them told Vin Diesel how to do dramatic. When Dom had these small tender scenes, I nearly fell asleep.";5;https://www.imdb.com/user/ur4569900/?ref_=tt_urv;https://www.imdb.com/review/rw9093820/?ref_=tt_urv;2023-06-01
tt5433140;Fast X;hectordanielbuelna;"Fast X finally went too far.
As far as I remember, people keep complaining about this movies being dumb, however, people often dismisses the the charm of the action and the overcomplicated plots of crazy writers trying to show how smart they are. This time they actually went too far.
Once again they retcon an old movie by adding scenes that weren't there. Once again they got caught on a ""revenge plot"" and once again family has to come together to defeat evil. They quite literallu rehashed the plot of the last 2-3 movies, but this time they got lazy!
The whole family is vack qith a brand new cast.
Allan Ritchson, I love the guy, but he can't act to save his life. He has the funniest dialogues in the entire movie, though.
Alison Brie, the second worse actor in the entire movie, has absolutely no chemistry with the entire cast. It's actually impressive, she seem uncomfortable in every scene. I don't get it.
John Cena again charming his way into making you like his character, he can't act either, but he actually takes advantage of the dialogues and his own phisicality to sell the Jacob Toretto.
And Jason Momoa... Just played a goofier Joker. Jared Leto would be proud. He's even obsessed with the color purple. Someone must've felt very cheeky when he said something on the lines of ""I don't wanna kill them, I just want to hurt them real bad"". What a failure of a villain. Jumping back and forwards between a serious villain and an clown.
This was, overall, a very dull, uninteresting and boring disappointment. Fast 9 shoulda been the last one.
Not looking forward to the sequels to this mess, not at all.";3;https://www.imdb.com/user/ur131708142/?ref_=tt_urv;https://www.imdb.com/review/rw9063885/?ref_=tt_urv;2023-05-19
tt5433140;Fast X;towe-51620;I have to admit all you people who forewarned me still didn't prepare me for the absolute most ridiculous movie in this franchise & definitely in the top 20 of worst movies ever! Everything was forced, the acting was stale and wooden, nobody seemed to care that they were looking like what they were out there doing! Stroking Vin's ego and not caring how they came across. They were all just going through the motions of a movie with less plot the Wiley Coyote and the Roadrunner. Momoa did a cheap imitation of Ledgers Joker and every part of this movie was just one lifted from 1 or more of the previous 9 movies! The car in outer Space was 10 times better than this 10 year olds version of the Fast & Furious. Fast is just a blatant rip off of Point Break. Walker was Keanu as Johnny Utah, Vin as Swayze's Bohdi. Instead of surfing it's cars and in some they actually rob a bank or two. This movie should never have been made as it contains nothing of what made this group of films popular as they are. The next one hopefully will be the last forever! Whoever gave this more than a 1 has to be somebody related to someone in the movie or a 5 year old! This was so bad that it wasn't even funny and the torment lasted almost 3 hours of non stop chaos and pointless plots with going back and forth between too many storylines that were not connected or understandable! If you don't want to waste 3 hours of your life, skip this and watch Looney Tunes, they are superior in every way!;1;https://www.imdb.com/user/ur63355756/?ref_=tt_urv;https://www.imdb.com/review/rw9078604/?ref_=tt_urv;2023-05-26
tt5433140;Fast X;chevolek;"This should have been titled ""Fast X: Hot Wheels´ Ludricous Movie""
Every 2 minutes I was like ""Are you serious??!!""
Last time they went to space in a ludricuous speed and with no NASA training. Really??! What is next? Going to the dark side of the moon and fight Transformers side by side with Marvel or DC characters?
This is a franchise where the bad guys turn good guys in the next sequel, and were characters come back from the dead.
The Jason Momoa character is ridiculous. I mean, a joke every now and then it´s fine but he should have been a scary character not a cartoonish one laughing every time he did something bad. And he had an incredible eye sight to watch al the action miles away eve though there were buildings between he and the cars racing miles away, maybe he was usig his Aquaman super eye sight.
This is the franchise that went from real street racing (2001) with no guns, to immortal characters and indestructible vehices with super human stunts and gravity-defying people and vehicles where the characters have become experts in fighting and experts in the use of military grade weapons and experts in weaponry made for word war 3 using them with incredible precision and experts in technology. The scenes have become more ridiculous in every new sequel.
The best Fast & Furious movies were definitely the first trilogy. Some of the sequels were okay. The late Paul Walker, even though he wasn´t a great actor (Vin Diesel definitely is not a good actor), he provided great moments to them. Vin Diesel is always with his exaggerated mad face with his face inclined down facing forward. Now it´s all about $$$$ not about making good movies.
In past FF movies, Vin´s Toretto has been saying the line: ""One last ride"". Well, as log as cash is flowing, the sequels will be coming, no matter how ridiculous they are.
Instead of this movie, I would definitely recommend you to watch the FF spoof: ""Superfast!"" (2015). It is way beter than this.";1;https://www.imdb.com/user/ur79187216/?ref_=tt_urv;https://www.imdb.com/review/rw9077620/?ref_=tt_urv;2023-05-25
tt5433140;Fast X;schorschi100;"I am (was) a huge fan of the ""fast and the furious"" series, and of Vin Diesel. Although I am a physicist I can live with ""curbing"" the laws of nature to some extent, provided that this is justified (e.g., through SciFi, magic, alternate universes etc.). It is also OK in movies like Mission Impossible and similar to drive things to the extreme. However, when both physics AND logic go awry it's simply too much.
The main villain in the story, (Dante, played by an amazing Jason Mamoa) is simply a joke. He is super intelligent, super rich, super powerful, and a caricature of a sociopath à la Joker. He is able to organize his crimes (which are purely driven by hatred) in such perfect timing across the globe and with access to every possible computer, that his abilities surpass those of Robert Langdon's foes (DaVince code), of Thanos (Avengers) and all James Bonds enemies at once. It borders ridicule. And, the most importantly, makes the film boring.
In the next episode they are going probably to have spaceships racing across the galaxy I guess, and Dante will use nuclear fusion to kill.
Acting is generally from decent to very good (well it's not Shakespeare after all, so not utterly important), and the cinematography (referring to the effects) excellent. Unfortunately a nice packaging does not salvage a really bad content.
Finally, I really abhor cliffhangers, and I seldom (if ever) have seen such an infuriating one. It's one thing to leave things open in a story, and quite a different one to literally stop the action in the middle of the most intense scene, like someone just pulled the plug of the TV. This practically means the producers where so sure the viewer will not watch the next one, that they had to use every means to animate them to do so. Plain awful and tasteless.
In a whole this is by far the worst of an otherwise very good series. If you really want to watch it, at least wait until the next one comes out to save yourself the frustration of the unfinished scene.";2;https://www.imdb.com/user/ur6604048/?ref_=tt_urv;https://www.imdb.com/review/rw9107598/?ref_=tt_urv;2023-06-08
tt5433140;Fast X;ItsRobinTV;"I don't know what I expected from this movie. It's a total mess. But let's try to stay positive and start with a good point.
The opening is probably the best part of the movie so make sure you enjoy it. Additionally, all the scenes with Jacob were surprisingly good and funny where on the other hand the scenes with Roman and Tej aren't that funny anymore. Also you need to stay till the Post credit scene. I would say it's worth the wait.
But enough good things. The story is very bad. Normally, the action compensates the bad story but this is not the case here because the action is also one of the worst we have seen in a Fast & Furious movie yet combined with even worse VFX. Furthermore, the cars should be a very important aspect of the movie but no, not in this one. The cars play a pretty small part and are just there so they can call it a Fast & Furious movie. Also the movie is too long. We only see bad action after bad action and then learn about how a new character is related to this whole family, just boring.
And the most important question: Are the scenes realistic? Not really but after we have seen a car in Space the scenes are relatively realistic.
With this movie Universal just wanted to make money but completely forgets about us fans. After we watched it we are forced to watch the next one and spend even more money which is just too bad. Well, I think that was everything and I hope you enjoyed this review.";4;https://www.imdb.com/user/ur154814932/?ref_=tt_urv;https://www.imdb.com/review/rw9061254/?ref_=tt_urv;2023-05-17
tt5433140;Fast X;A_Different_Drummer;"The late media guru Marshall McLuhan offered the world an interesting meme, called Media Ecology, which finally acknowledged the resources used in media as precious and drew attention to their waste. Nobody else had ever noticed this. (Much like in our current upside-down age nobody notices the rare earth resources needed to make electric cars the standard). In terms of media ecology, this may be the most wasteful movie produced in decades. The actors, the props, the stunts, all devoted to shutting down a franchise that blew a tire years ago and never got it patched. The sheer incompetence of this script is clear from the character that Momoa tries so hard to breathe life into ... and fails. By the time the Big FInale rolls down the highway, at the 2:00:00 mark, the poor viewer is no longer rooting for the Good Guys or the Bad Guys. Only for Father Time to arrive and end the spectacle before any more careers can be burned in the conflagration. ((Designated ""IMDb Top Reviewer."" Please check out my list ""167+ Nearly-Perfect Movies (with the occasional Anime or TV miniseries) you can/should see again and again (1932 to the present))";2;https://www.imdb.com/user/ur44112735/?ref_=tt_urv;https://www.imdb.com/review/rw9111981/?ref_=tt_urv;2023-06-10
tt5433140;Fast X;dorMancyx;"I had a mission walking into that theater, and that is to count the number of ""family"" spoken in this movie. At the end of the day, I got about 2 ""familia"", 3 ""fam"", and a grand total of 28 ""family"". See if they can break that record next time!
Nothing much needs to be commented about the film itself: we launched cars into space last time to destroy satellites, what less could you expect? Screw the logistics, screw physics, and screw Newton with his screwing apple tree! And guess what, if you do manage to stay awake after an hour, you'll start to understand how F&F actually survives the 22-year journey of production --- by not giving a screw! Hey, remember when Gal Gadot's character got blew up? Yeah screw that she quitting DCU so we resurrects her in our universe. Remember how Jakob was the cold-blooded villain just one movie before this? Screw that we got Peacemaker to play him this time cuz it makes great comedy. Remember when not even Dune dared announcing sequels until the first week of release? Screw that, Villeneuve ain't know nothing about making sequels, we bringing Fast 12 on the calendar while releasing the trailer!
So yeah, here we are, anticipating Fast 11 next year, when the man named Dominic I-Am-Groot Toretto asserts dominion over Dante the Jokerized Aquaman, of course, with the help of his family.";6;https://www.imdb.com/user/ur125833174/?ref_=tt_urv;https://www.imdb.com/review/rw9070522/?ref_=tt_urv;2023-05-22
